id,name,now_cost,position,team,points_per_game_rank_type,selected_rank,bonus,penalties_saved,direct_freekicks_order,form_rank_type,ict_index,expected_goals_conceded_per_90,goals_conceded,saves,points_per_game,yellow_cards,minutes,penalties_missed,saves_per_90,starts_per_90,expected_goal_involvements_per_90,chance_of_playing_next_round,expected_goal_involvements,corners_and_indirect_freekicks_order,now_cost_rank,creativity_rank,ict_index_rank,creativity,expected_goals_conceded,goals_conceded_per_90,ep_next,starts,own_goals,now_cost_rank_type,web_name,clean_sheets,selected_by_percent,creativity_rank_type,threat,clean_sheets_per_90,threat_rank,points_per_game_rank,news,bps,news_added,red_cards,influence_rank_type,expected_assists,selected_rank_type,value_season,form_rank,influence_rank,total_points,status,ict_index_rank_type,expected_assists_per_90,influence,goals_scored,expected_goals_per_90,expected_goals,assists,threat_rank_type,penalties_order
410,Ryan Fraser,50,MID,Newcastle,147,549,0,0,,87,17.2,0.98,3,0,1.4,1,308,0,0.0,0.88,0.16,,0.56,,173,265,320,74.0,3.34,0.88,2.1,3,0,112,Fraser,1,0.1,141,70.0,0.29,258,334,,39,,0,160,0.25,205,2.2,346,356,11,a,147,0.07,26.8,0,0.09,0.31,0,135,
411,Mark Gillespie,40,GKP,Newcastle,36,517,0,0,,11,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,526,381,398,0.0,0.00,0.0,1.5,0,0,40,Gillespie,0,0.1,21,0.0,0.0,363,403,,0,,0,36,0.00,66,0.0,14,396,0,a,36,0.0,0.0,0,0.0,0.00,0,12,
412,Anthony Gordon,55,MID,Newcastle,99,239,5,0,,201,108.8,1.44,18,0,2.1,7,1574,0,0.0,0.91,0.34,,6.02,,129,138,103,226.6,25.18,1.03,2.5,16,0,83,Gordon,4,0.5,93,550.0,0.23,50,246,,186,,0,85,1.29,79,12.4,517,185,68,a,68,0.07,311.2,4,0.27,4.73,0,34,
413,Isaac Hayden,45,MID,Newcastle,190,543,0,0,,8,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,351,474,478,0.0,0.00,0.0,1.5,0,0,200,Hayden,0,0.1,188,0.0,0.0,463,482,,0,,0,186,0.00,199,0.0,158,476,0,a,186,0.0,0.0,0,0.0,0.00,0,182,
414,Jeff Hendrick,45,MID,Newcastle,187,541,0,0,,3,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,321,462,468,0.0,0.00,0.0,1.5,0,0,195,Hendrick,0,0.1,184,0.0,0.0,449,473,,0,,0,183,0.00,197,0.0,128,466,0,a,183,0.0,0.0,0,0.0,0.00,0,177,
415,Alexander Isak,75,FWD,Newcastle,8,26,18,0,,68,145.2,1.11,20,0,4.5,3,1520,0,0.0,1.01,0.56,,9.48,,23,127,67,246.1,18.67,1.18,2.9,17,0,9,Isak,4,14.1,12,724.0,0.24,28,22,,353,,0,9,1.37,4,13.3,593,109,100,a,11,0.08,483.4,10,0.48,8.11,2,11,2.0
416,Joelinton Cássio Apolinário de Lira,60,MID,Newcastle,36,162,10,0,,218,167.3,1.09,26,0,3.6,12,2660,0,0.0,1.02,0.3,,9.01,,68,73,45,413.1,32.27,0.88,2.7,30,0,41,Joelinton,11,1.1,59,655.0,0.37,35,85,,458,,0,35,1.90,57,19.2,547,71,115,a,34,0.06,603.4,6,0.24,7.11,5,24,3.0
417,Emil Krafth,45,DEF,Newcastle,135,485,0,0,,89,0.0,9.0,0,0,1.0,0,1,0,0.0,0.0,0.0,,0.00,,340,469,474,0.0,0.10,0.0,2.5,0,0,65,Krafth,0,0.1,182,0.0,0.0,457,365,,3,,0,182,0.00,195,0.2,147,472,1,a,182,0.0,0.0,0,0.0,0.00,0,181,
418,Garang Kuol,45,MID,Newcastle,224,573,0,0,,66,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,510,549,553,0.0,0.00,0.0,1.5,0,0,258,Kuol,0,0.0,223,0.0,0.0,544,554,,0,,0,223,0.00,226,0.0,317,552,0,a,223,0.0,0.0,0,0.0,0.00,0,222,
419,Jamaal Lascelles,40,DEF,Newcastle,138,264,0,0,,5,5.4,1.83,5,0,0.7,4,214,0,0.0,0.84,0.05,,0.12,,530,358,360,0.9,4.34,2.1,1.5,2,0,152,Lascelles,0,0.4,135,13.0,0.0,326,395,,22,,0,128,0.01,90,0.8,18,345,3,a,130,0.0,42.6,0,0.05,0.11,0,124,
420,Jamal Lewis,40,DEF,Newcastle,129,504,0,0,,19,0.6,10.5,1,0,1.0,0,9,0,0.0,0.0,0.0,0.0,0.00,,557,357,385,1.0,1.05,10.0,0.0,0,0,166,J.Lewis,0,0.1,134,4.0,0.0,342,358,Joined Watford on a season long loan,6,2023-07-28T08:26:22.444029Z,0,136,0.00,197,0.5,45,383,2,u,136,0.0,1.0,0,0.0,0.00,0,131,
421,Sean Longstaff,50,MID,Newcastle,67,347,2,0,,118,116.8,0.99,18,0,2.8,2,2514,0,0.0,1.0,0.21,,5.87,,217,86,94,372.0,27.57,0.64,2.1,28,0,143,Longstaff,13,0.2,66,408.0,0.47,76,167,,347,,0,69,2.57,108,18.6,390,156,93,a,65,0.09,385.2,1,0.12,3.30,5,54,
422,Javier Manquillo Gaitán,40,DEF,Newcastle,128,365,0,0,,11,2.0,2.57,1,0,1.0,0,34,0,0.0,0.0,0.03,,0.01,,538,346,371,5.5,0.97,2.65,1.5,0,0,158,Manquillo,0,0.2,129,2.0,0.0,349,357,,19,,0,133,0.01,136,1.0,26,367,4,a,134,0.03,12.0,0,0.0,0.00,0,132,
423,Jacob Murphy,50,MID,Newcastle,88,357,2,0,,96,98.9,1.18,12,0,2.2,0,1230,0,0.0,1.02,0.47,,6.41,,186,107,120,302.5,16.13,0.88,2.1,14,0,121,Murphy,3,0.2,80,410.0,0.22,74,225,,240,,0,93,2.95,113,15.6,359,209,78,a,77,0.22,275.0,4,0.25,3.46,2,53,
424,Nick Pope,55,GKP,Newcastle,7,36,14,2,,70,72.9,1.09,32,87,4.2,3,3261,0,2.4,1.02,0.0,,0.01,,87,322,177,20.0,39.44,0.88,4.5,37,0,1,Pope,14,12.5,4,0.0,0.39,596,34,,678,,1,11,0.01,6,28.5,475,41,157,a,10,0.0,709.6,0,0.0,0.00,0,70,
425,Matt Ritchie,45,MID,Newcastle,162,401,0,0,,2,2.8,2.31,0,0,1.0,0,35,0,0.0,0.0,0.13,,0.05,,309,328,368,17.2,0.90,0.0,1.5,0,0,194,Ritchie,0,0.2,165,2.0,0.0,350,363,,24,,0,168,0.05,126,1.6,116,370,7,a,168,0.13,8.8,0,0.0,0.00,0,174,
426,Allan Saint-Maximin,60,MID,Newcastle,77,263,4,0,,216,106.5,1.13,14,0,2.6,1,1109,0,0.0,0.97,0.34,0.0,4.19,,65,79,108,397.4,13.91,1.14,0.0,12,0,39,Saint-Maximin,4,0.4,63,381.0,0.32,85,192,Permanent move to Al Ahli,240,2023-08-01T09:50:12.023756Z,0,90,2.59,88,11.0,544,201,66,u,71,0.21,284.8,1,0.13,1.60,6,59,
427,Fabian Schär,50,DEF,Newcastle,10,73,6,0,2.0,180,147.1,1.03,28,0,3.9,7,3207,0,0.0,1.01,0.19,,6.68,,189,120,64,264.7,36.65,0.79,2.8,36,1,20,Schär,15,5.3,26,523.0,0.42,53,55,,617,,0,10,2.05,25,27.8,362,48,139,a,7,0.06,680.8,1,0.13,4.63,3,1,4.0
428,Matt Targett,45,DEF,Newcastle,88,359,2,0,,103,26.3,1.02,6,0,2.1,1,600,0,0.0,0.9,0.1,,0.68,2.0,364,191,301,142.4,6.79,0.9,2.5,6,0,79,Targett,3,0.2,52,8.0,0.45,336,234,,157,,0,115,0.67,133,7.8,171,295,35,a,109,0.1,112.4,0,0.0,0.01,0,130,
429,Sandro Tonali,55,MID,Newcastle,257,122,0,0,,205,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,134,602,602,0.0,0.00,0.0,2.5,0,0,87,Tonali,0,2.0,257,0.0,0.0,602,602,,0,,0,257,0.00,43,0.0,522,602,0,a,257,0.0,0.0,0,0.0,0.00,0,257,
430,Kieran Trippier,65,DEF,Newcastle,1,6,39,0,1.0,203,285.8,1.03,31,0,5.2,5,3342,0,0.0,1.02,0.34,,12.88,1.0,41,1,9,1824.0,38.41,0.83,3.6,38,1,2,Trippier,16,35.3,1,123.0,0.43,200,12,,941,,0,2,12.03,2,30.5,561,14,198,a,1,0.32,908.2,1,0.02,0.85,9,53,
431,Kell Watts,40,DEF,Newcastle,158,229,0,0,,33,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,580,424,435,0.0,0.00,0.0,0.0,0,0,180,Watts,0,0.6,156,0.0,0.0,409,440,Season long loan to Wigan Athletic,0,2023-07-28T08:27:42.691706Z,0,157,0.00,78,0.0,68,433,0,u,157,0.0,0.0,0,0.0,0.00,0,155,
432,Joe Willock,55,MID,Newcastle,42,164,11,0,,188,174.9,1.04,26,0,3.5,1,2556,0,0.0,1.09,0.41,,11.59,,114,46,43,547.0,29.62,0.92,2.5,31,0,70,Willock,12,1.1,38,680.0,0.42,33,98,,415,,0,43,4.29,58,22.4,502,94,123,a,32,0.15,520.8,3,0.26,7.30,7,22,
433,Callum Wilson,80,FWD,Newcastle,4,42,20,0,,71,200.9,1.06,16,0,5.1,4,1870,0,0.0,1.01,0.89,,18.54,,10,116,29,271.3,21.93,0.77,3.0,21,0,3,Wilson,10,9.9,11,1022.0,0.48,14,13,,526,,0,5,2.11,10,19.6,598,37,157,a,6,0.1,722.2,18,0.79,16.43,6,9,1.0
580,Loris Karius,40,GKP,Newcastle,38,367,0,0,,15,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,534,387,402,0.0,0.00,0.0,1.5,0,0,44,Karius,0,0.2,25,0.0,0.0,369,407,,0,,0,38,0.00,54,0.0,22,400,0,a,38,0.0,0.0,0,0.0,0.00,0,16,
581,Paul Dummett,40,DEF,Newcastle,142,431,0,0,,8,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,535,388,403,0.0,0.00,0.0,1.5,0,0,155,Dummett,0,0.1,140,0.0,0.0,370,408,,0,,0,141,0.00,166,0.0,23,401,0,a,141,0.0,0.0,0,0.0,0.00,0,136,
603,Harvey Barnes,65,MID,Newcastle,22,142,0,0,,231,187.7,1.69,51,0,4.1,3,2709,0,0.0,1.06,0.38,,11.40,,48,99,37,322.9,50.76,1.69,2.8,32,0,29,Barnes,6,1.5,75,942.0,0.2,18,45,,379,,0,32,2.33,49,21.2,568,67,138,a,28,0.08,612.8,13,0.3,9.07,2,9,
378,Anthony Elanga,50,MID,Nott'm Forest,150,214,0,0,,155,28.7,1.03,2,0,1.4,0,417,0,0.0,1.08,0.35,,1.63,,278,259,294,78.8,4.79,0.43,1.1,5,0,180,Elanga,2,0.6,138,162.0,0.43,169,338,,53,,0,152,0.98,71,4.6,451,341,23,a,138,0.21,52.4,0,0.14,0.65,1,106,
434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,210,552,0,0,,42,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,473,528,531,0.0,0.00,0.0,0.5,0,0,234,B.Aguilera,0,0.0,209,0.0,0.0,520,533,,0,,0,208,0.00,208,0.0,280,530,0,a,208,0.0,0.0,0,0.0,0.00,0,206,
435,Harry Arter,45,MID,Nott'm Forest,186,499,0,0,,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,301,457,464,0.0,0.00,0.0,0.5,0,0,193,Arter,0,0.1,183,0.0,0.0,442,469,,0,,0,182,0.00,166,0.0,108,462,0,a,182,0.0,0.0,0,0.0,0.00,0,176,
436,Serge Aurier,45,DEF,Nott'm Forest,47,255,8,0,,72,72.5,1.53,31,0,2.9,2,1943,0,0.0,1.02,0.07,,1.66,,317,174,180,168.9,33.13,1.44,1.5,22,0,48,Aurier,6,0.4,45,117.0,0.28,205,146,,336,,0,42,0.92,87,15.6,124,125,70,a,52,0.04,437.6,1,0.03,0.74,0,58,
437,Taiwo Awoniyi,65,FWD,Nott'm Forest,12,144,16,0,,62,95.6,1.71,29,0,3.7,2,1395,0,0.0,1.1,0.46,,7.15,,49,192,126,140.1,26.43,1.87,1.7,17,0,17,Awoniyi,5,1.4,22,405.0,0.32,77,79,,320,,0,12,0.29,31,15.4,569,137,100,a,18,0.02,416.2,10,0.44,6.86,1,21,
438,Giulian Biancone,40,DEF,Nott'm Forest,133,422,0,0,,42,0.7,3.3,1,0,1.0,0,15,0,0.0,0.0,0.0,,0.00,,592,434,383,0.0,0.55,6.0,0.5,0,0,189,Biancone,0,0.2,163,0.0,0.0,419,362,,9,,0,134,0.00,162,0.5,80,375,2,a,135,0.0,6.8,0,0.0,0.00,0,162,
439,Willy Boly,45,DEF,Nott'm Forest,27,434,7,0,,77,21.0,1.36,10,0,3.4,2,684,0,0.0,1.18,0.05,,0.32,,325,339,313,11.8,10.37,1.32,1.5,9,0,53,Boly,3,0.1,125,41.0,0.39,295,103,,147,,0,105,0.27,168,8.2,132,267,37,a,116,0.04,155.0,0,0.01,0.05,1,109,
440,Josh Bowler,45,MID,Nott'm Forest,202,588,0,0,,30,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,448,514,518,0.0,0.00,0.0,0.0,0,0,222,Bowler,0,0.0,201,0.0,0.0,506,520,Season long loan to Cardiff City,0,2023-08-04T09:38:29.203317Z,0,200,0.00,240,0.0,255,516,0,u,200,0.0,0.0,0,0.0,0.00,0,197,
441,Steve Cook,45,DEF,Nott'm Forest,108,460,0,0,,67,24.4,1.43,21,0,1.7,4,956,0,0.0,1.04,0.07,,0.72,,308,298,306,39.3,15.15,1.98,1.5,11,0,43,Cook,2,0.1,110,28.0,0.19,307,292,,149,,0,102,0.59,181,4.4,115,259,20,a,112,0.06,177.4,0,0.01,0.13,0,114,
442,Danilo dos Santos de Oliveira,55,MID,Nott'm Forest,33,394,5,0,,210,47.1,1.87,18,0,3.7,1,976,0,0.0,1.11,0.2,,2.14,,144,227,240,108.1,20.32,1.66,1.5,12,0,92,Danilo,1,0.2,128,113.0,0.09,214,77,,178,,0,99,0.56,123,8.7,532,218,48,a,115,0.05,253.8,3,0.15,1.58,2,118,
443,Emmanuel Dennis,50,FWD,Nott'm Forest,29,213,3,0,4.0,29,55.7,1.73,17,0,2.1,3,709,0,0.0,0.76,0.27,,2.13,,255,238,217,97.6,13.59,2.16,0.9,6,0,49,Dennis,1,0.6,30,293.0,0.13,106,242,,113,,0,25,0.40,38,7.8,428,261,39,a,28,0.05,169.6,2,0.22,1.73,2,27,
444,Mohamed Dräger,40,DEF,Nott'm Forest,149,398,0,0,,17,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,554,405,418,0.0,0.00,0.0,0.5,0,0,164,Dräger,0,0.2,147,0.0,0.0,388,423,,0,,0,148,0.00,152,0.0,42,416,0,a,148,0.0,0.0,0,0.0,0.00,0,144,
445,Felipe Augusto de Almeida Monteiro,45,DEF,Nott'm Forest,113,406,3,0,,93,59.0,2.02,32,0,1.6,4,1417,0,0.0,0.95,0.15,,2.35,,344,257,208,79.5,31.83,2.03,1.5,15,0,69,Felipe,1,0.2,88,130.0,0.06,192,303,,233,,0,60,1.15,156,5.6,151,160,25,a,68,0.07,379.0,0,0.08,1.20,1,46,
446,Remo Freuler,50,MID,Nott'm Forest,111,581,0,0,,86,50.3,1.75,47,0,1.9,4,2157,0,0.0,1.0,0.05,,1.21,,172,169,230,174.7,41.93,1.96,1.1,24,0,111,Freuler,6,0.0,107,54.0,0.25,277,270,,267,,0,95,0.79,234,10.8,345,211,54,a,109,0.03,272.2,0,0.02,0.42,0,139,
447,Morgan Gibbs-White,60,MID,Nott'm Forest,26,100,11,0,1.0,221,221.8,1.65,61,0,3.9,6,3151,0,0.0,1.03,0.36,,12.83,1.0,73,10,23,980.2,57.88,1.74,1.7,36,0,44,Gibbs-White,8,3.3,8,628.0,0.23,39,59,,479,,0,34,6.06,33,24.2,552,69,145,a,16,0.17,611.4,5,0.19,6.77,12,28,1.0
448,Wayne Hennessey,40,GKP,Nott'm Forest,26,145,0,0,,3,7.8,1.8,5,10,2.0,0,271,0,3.32,1.0,0.0,,0.00,,515,372,350,0.0,5.43,1.66,0.5,3,0,32,Hennessey,0,1.4,13,0.0,0.0,354,248,,46,,0,23,0.00,18,2.0,3,316,8,a,23,0.0,77.4,0,0.0,0.00,0,4,
449,Ethan Horvath,45,GKP,Nott'm Forest,66,352,0,0,,55,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,363,479,483,0.0,0.00,0.0,1.8,0,0,23,Horvath,0,0.2,62,0.0,0.0,469,487,,0,,0,66,0.00,52,0.0,170,481,0,a,66,0.0,0.0,0,0.0,0.00,0,56,
450,Brennan Johnson,60,MID,Nott'm Forest,51,196,15,0,,224,158.1,1.65,54,0,3.2,6,2930,2,0.0,1.01,0.32,,10.39,,76,85,55,374.4,53.79,1.66,1.7,33,0,47,Johnson,7,0.8,65,733.0,0.22,27,123,,384,,0,51,2.00,66,20.3,555,110,122,a,40,0.06,480.6,8,0.26,8.39,5,17,2.0
451,Cheikhou Kouyaté,50,MID,Nott'm Forest,126,585,2,0,,75,32.6,1.76,23,0,1.7,3,871,0,0.0,1.03,0.07,,0.69,,157,254,281,83.1,17.06,2.38,1.1,10,0,100,Kouyaté,2,0.0,137,81.0,0.21,242,296,,144,,0,115,0.33,238,7.0,330,263,35,a,130,0.03,162.4,1,0.04,0.36,0,126,
452,Richie Laryea,45,DEF,Nott'm Forest,192,516,0,0,,135,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,411,494,497,0.0,0.00,0.0,0.0,0,0,111,Laryea,0,0.1,192,0.0,0.0,485,501,Loan to the end of the year with a permanent transfer in view,0,2023-08-04T09:37:12.198683Z,0,192,0.00,200,0.0,218,495,0,u,192,0.0,0.0,0,0.0,0.00,0,191,
453,Orel Mangala,50,MID,Nott'm Forest,113,584,0,0,,117,33.6,1.72,24,0,1.9,3,1543,0,0.0,1.17,0.07,,1.27,,216,274,279,62.0,29.46,1.4,1.1,20,0,142,Mangala,5,0.0,144,75.0,0.29,251,272,,190,,0,109,0.70,237,10.0,389,248,50,a,129,0.04,199.4,1,0.03,0.57,1,131,
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,160,436,0,0,,35,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,584,428,439,0.0,0.00,0.0,0.5,0,0,182,Mbe Soh,0,0.1,158,0.0,0.0,413,444,,0,,0,159,0.00,170,0.0,72,437,0,a,159,0.0,0.0,0,0.0,0.00,0,157,
455,Scott McKenna,45,DEF,Nott'm Forest,97,458,0,0,,102,41.8,1.66,32,0,2.0,4,1570,0,0.0,1.09,0.02,,0.49,,362,243,258,93.9,28.95,1.83,1.5,19,0,78,McKenna,5,0.1,78,46.0,0.29,286,254,,275,,0,76,0.42,179,8.9,169,206,40,a,89,0.02,278.8,0,0.0,0.07,0,104,
456,Alex Mighten,45,MID,Nott'm Forest,168,571,0,0,,29,0.0,2.96,0,0,1.0,0,7,0,0.0,0.0,0.0,,0.00,,446,363,516,0.3,0.23,0.0,0.5,0,0,221,Mighten,0,0.0,179,0.0,0.0,504,371,,1,,0,199,0.00,224,0.2,253,514,1,a,199,0.0,0.0,0,0.0,0.00,0,196,
457,Moussa Niakhaté,45,DEF,Nott'm Forest,107,459,0,0,,117,26.0,1.85,22,0,1.8,1,1163,0,0.0,1.08,0.06,,0.81,,384,331,302,15.6,23.87,1.7,1.5,14,0,93,Niakhaté,2,0.1,122,61.0,0.15,266,282,,141,,0,99,0.15,180,5.6,191,254,25,a,110,0.01,183.4,0,0.05,0.66,0,93,
458,Lewis O'Brien,50,MID,Nott'm Forest,128,602,0,0,,141,21.1,2.2,14,0,1.7,2,578,0,0.0,0.93,0.08,,0.53,,258,282,312,56.4,14.13,2.18,1.1,6,0,166,O'Brien,1,0.0,149,47.0,0.16,285,298,,88,,0,131,0.19,251,4.4,431,297,22,a,144,0.03,107.8,1,0.05,0.34,0,144,
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,207,583,0,0,,37,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,461,523,526,0.0,0.00,0.0,0.0,0,0,229,Ojeda,0,0.0,206,0.0,0.0,515,528,Permanent transfer to Real Salt Lake,0,2023-08-04T09:39:04.512634Z,0,205,0.00,236,0.0,268,525,0,u,205,0.0,0.0,0,0.0,0.00,0,203,
460,Jonathan Panzo,40,DEF,Nott'm Forest,154,397,0,0,,26,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,566,413,425,0.0,0.00,0.0,0.5,0,0,173,Panzo,0,0.2,152,0.0,0.0,397,430,,0,,0,153,0.00,151,0.0,54,423,0,a,153,0.0,0.0,0,0.0,0.00,0,150,
461,Omar Richards,45,DEF,Nott'm Forest,190,480,0,0,,124,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,393,490,493,0.0,0.00,0.0,1.5,0,0,100,O.Richards,0,0.1,190,0.0,0.0,480,497,,0,,0,190,0.00,191,0.0,200,491,0,a,190,0.0,0.0,0,0.0,0.00,0,189,
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,183,489,0,0,,16,5.7,1.46,1,0,0.8,1,177,0,0.0,1.02,0.14,,0.27,,377,327,358,17.3,2.87,0.51,0.5,2,0,208,G.Scarpa,0,0.1,164,25.0,0.0,314,392,,16,,0,163,0.04,161,1.1,184,363,5,a,164,0.02,15.0,0,0.12,0.23,0,157,
463,Jonjo Shelvey,50,MID,Nott'm Forest,137,564,0,0,,74,16.3,1.83,11,0,1.5,2,573,0,0.0,0.94,0.13,,0.85,2.0,154,233,322,102.1,11.62,1.73,1.1,6,0,99,Shelvey,1,0.0,131,11.0,0.16,328,318,,67,,0,147,0.66,217,3.2,327,334,16,a,149,0.1,55.6,0,0.03,0.19,0,163,
464,Sam Surridge,45,FWD,Nott'm Forest,39,112,3,0,,5,15.9,2.53,5,0,1.3,2,306,0,0.0,0.29,0.51,0.0,1.73,,406,330,324,16.2,8.60,1.47,0.0,1,0,62,Surridge,0,2.6,39,92.0,0.0,229,343,Joined Nashville SC on a permanent transfer,61,2023-07-26T11:30:33.401435Z,0,35,0.02,23,5.8,213,331,26,u,36,0.01,61.4,1,0.5,1.71,0,36,
465,Harry Toffolo,45,DEF,Nott'm Forest,112,486,1,0,,91,31.2,1.9,17,0,1.6,2,933,0,0.0,0.87,0.12,,1.21,,342,245,284,93.6,19.73,1.64,1.5,9,0,67,Toffolo,2,0.1,79,67.0,0.19,260,302,,134,,0,106,0.93,196,6.7,149,269,30,a,102,0.09,153.0,0,0.03,0.28,0,89,
466,Hwang Ui-jo,45,FWD,Nott'm Forest,46,228,0,0,,3,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,390,487,490,0.0,0.00,0.0,0.5,0,0,60,Ui-jo,0,0.6,44,0.0,0.0,477,494,,0,,0,44,0.00,42,0.0,197,488,0,a,46,0.0,0.0,0,0.0,0.00,0,46,
467,Neco Williams,45,DEF,Nott'm Forest,109,285,1,0,3.0,131,84.0,1.9,41,0,1.7,7,1872,0,0.0,0.96,0.12,,2.46,,402,126,145,257.3,39.55,1.97,1.5,20,0,107,Williams,4,0.3,28,209.0,0.19,147,293,,284,,0,61,1.22,99,12.0,209,166,54,a,34,0.06,372.2,1,0.06,1.24,1,21,
468,Chris Wood,50,FWD,Nott'm Forest,27,235,7,0,,20,39.3,1.32,9,0,2.1,0,807,0,0.0,1.0,0.34,,3.08,,161,255,266,82.1,11.80,1.0,0.9,9,0,40,Wood,4,0.5,32,169.0,0.45,166,239,,163,,0,27,0.37,43,10.6,334,275,53,a,33,0.04,145.2,3,0.3,2.71,0,33,
469,Joe Worrall,45,DEF,Nott'm Forest,99,467,2,0,,125,67.5,1.81,44,0,2.0,6,2215,0,0.0,0.85,0.05,,1.40,,394,270,190,66.6,44.46,1.79,1.5,21,0,101,Worrall,5,0.1,96,111.0,0.2,216,256,,366,,0,34,0.55,184,13.6,201,102,61,a,58,0.02,502.2,1,0.03,0.85,0,63,
470,Ryan Yates,50,MID,Nott'm Forest,105,554,0,0,,127,54.5,1.44,36,0,2.0,5,1833,0,0.0,1.03,0.12,,2.42,,231,230,220,103.3,29.34,1.77,1.1,21,0,152,Yates,5,0.0,130,233.0,0.25,134,263,,177,,0,107,0.43,209,10.6,404,240,53,a,105,0.02,215.0,0,0.1,1.99,3,86,
604,Olu Aina,45,DEF,Nott'm Forest,185,483,0,0,,98,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,356,476,480,0.0,0.00,0.0,1.5,0,0,74,Aina,0,0.1,185,0.0,0.0,466,484,,0,,0,185,0.00,194,0.0,163,478,0,a,185,0.0,0.0,0,0.0,0.00,0,184,
27,Auston Trusty,40,DEF,Sheffield Utd,152,238,0,0,,24,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,563,410,422,0.0,0.00,0.0,0.5,0,0,171,Trusty,0,0.5,150,0.0,0.0,394,427,,0,,0,151,0.00,80,0.0,51,420,0,a,151,0.0,0.0,0,0.0,0.00,0,148,
471,Anel Ahmedhodžić,45,DEF,Sheffield Utd,197,207,0,0,,149,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,432,506,509,0.0,0.00,0.0,1.5,0,0,125,Ahmedhodžić,0,0.7,197,0.0,0.0,497,512,,0,,0,197,0.00,69,0.0,239,507,0,a,197,0.0,0.0,0,0.0,0.00,0,196,
472,Jordan Amissah,40,GKP,Sheffield Utd,61,258,0,0,,43,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,613,454,463,0.0,0.00,0.0,0.5,0,0,72,Amissah,0,0.4,53,0.0,0.0,439,468,,0,,0,61,0.00,39,0.0,101,461,0,a,61,0.0,0.0,0,0.0,0.00,0,44,
473,George Baldock,40,DEF,Sheffield Utd,140,46,0,0,,4,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,527,382,399,0.0,0.00,0.0,0.5,0,0,151,Baldock,0,8.4,138,0.0,0.0,364,404,,0,,0,139,0.00,16,0.0,15,397,0,a,139,0.0,0.0,0,0.0,0.00,0,134,
474,Chris Basham,40,DEF,Sheffield Utd,139,243,0,0,,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,519,376,395,0.0,0.00,0.0,0.5,0,0,148,Basham,0,0.5,137,0.0,0.0,358,400,,0,,0,138,0.00,82,0.0,7,393,0,a,138,0.0,0.0,0,0.0,0.00,0,133,
475,Sander Berge,50,MID,Sheffield Utd,246,350,0,0,,129,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,234,578,580,0.0,0.00,0.0,1.1,0,0,154,Berge,0,0.2,246,0.0,0.0,576,580,,0,,0,246,0.00,109,0.0,407,579,0,a,246,0.0,0.0,0,0.0,0.00,0,246,
476,Jayden Bogle,45,DEF,Sheffield Utd,194,455,0,0,,144,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,25.0,0.00,,422,498,501,0.0,0.00,0.0,0.4,0,0,120,Bogle,0,0.1,194,0.0,0.0,489,504,Knee injury - 25% chance of playing,0,2023-08-04T11:00:04.348112Z,0,194,0.00,178,0.0,229,499,0,d,194,0.0,0.0,0,0.0,0.00,0,193,
